chemicalComposition,Equation,activationEnergy,reactionEnergy,facet
Ir25Os,Os(g) + * -> Os*,,-8.02322980632,111
IrPt25,Ir(g) + * -> Ir*,,-6.9685772712,100
Pd37,Pt(g) + * -> Pt*,,-4.58384237107,211
Pt25,Rh(g) + * -> Rh*,,-4.30599174835,100
Ag25,Zn(g) + * -> Zn*,,-0.757303594437,111
Ir26Re,Re(g) + * -> Re*,,-8.91700339482,111
Au24,Ir(g) + * -> Ir*,,-4.03001265664,100
Rh26,Ru(g) + * -> Ru*,,-6.76891665859,100
Pt2Rh24,Rh(g) + * -> Rh*,,-6.06345762355,100
Au2Pd24,Pd(g) + * -> Pd*,,-3.00821310698,100
Cu25Re2,Cu(g) + * -> Cu*,,-3.95675076442,100
Cu24Rh3,Rh(g) + * -> Rh*,,-6.17244445888,111
Cu26Pd,Cu(g) + * -> Cu*,,-3.64747316882,111
AgPt36,Ag(g) + * -> Ag*,,-2.48273867619,211
Ir27,Re(g) + * -> Re*,,-8.7949640064,111
AgPd25,Ag(g) + * -> Ag*,,-2.6305709882,100
Cu2Pd24,Pd(g) + * -> Pd*,,-3.56834803944,100
Cu26Rh,Cu(g) + * -> Cu*,,-3.71927544242,100
Pd24,Pt(g) + * -> Pt*,,-4.02867419663,100
Ag36,Au(g) + * -> Au*,,-2.49902795552,211
Ag37Pd,Ag(g) + * -> Ag*,,-2.26540420103,211
Pd25Re2,Re(g) + * -> Re*,,-7.90227880527,111
Pd25Rh2,Pd(g) + * -> Pd*,,-3.97501892365,100
Au26Rh,Au(g) + * -> Au*,,-2.68002012937,100
Cu25Pt,Cu(g) + * -> Cu*,,-3.03396739042,100
Ir24Zn3,Zn(g) + * -> Zn*,,-1.37009357741,100
Au3Pt24,Pt(g) + * -> Pt*,,-5.0754846827,111
CuPd25,Cu(g) + * -> Cu*,,-3.45438635068,111
Au25Cu,Au(g) + * -> Au*,,-2.43989530284,100
Cu36Pt2,Cu(g) + * -> Cu*,,-3.76885553839,211
Ir24Pt2,Pt(g) + * -> Pt*,,-5.9484682288,100
Ir25Rh2,Ir(g) + * -> Ir*,,-7.27758125625,100
Ag24Pd,Pd(g) + * -> Pd*,,-2.33253115046,100
Pt36Ru,Ru(g) + * -> Ru*,,-5.92883990848,211
Cu25Ir2,Ir(g) + * -> Ir*,,-6.44066401999,100
Cu37Ir,Ir(g) + * -> Ir*,,-6.43052186057,211
Ag26Rh,Rh(g) + * -> Rh*,,-4.50208141084,100
Pd36,Au(g) + * -> Au*,,-2.74283740767,211
Ag38,Pd(g) + * -> Pd*,,-3.20791596523,211
PdRh26,Pd(g) + * -> Pd*,,-3.88520373362,100
Au25Os2,Au(g) + * -> Au*,,-2.99557892892,100
Ag24Pt,Ag(g) + * -> Ag*,,-2.29512087026,100
Ir26Pt,Pt(g) + * -> Pt*,,-6.46034104878,111
Pd26Rh,Rh(g) + * -> Rh*,,-5.42245923038,100
Ag25Au,Ag(g) + * -> Ag*,,-2.06628754403,100
Pt25Rh,Rh(g) + * -> Rh*,,-4.8997589323,100
Au24Zn,Au(g) + * -> Au*,,-2.48768284882,100
Rh26,Ru(g) + * -> Ru*,,-6.35102713258,111
Ag26Ir,Ag(g) + * -> Ag*,,-2.88707734064,111
OsPd24,Pd(g) + * -> Pd*,,-2.52847706883,100
Pd25Pt2,Pd(g) + * -> Pd*,,-4.13802763735,111
Pt25,Pd(g) + * -> Pd*,,-3.37840175528,100
Ag2Au25,Ag(g) + * -> Ag*,,-2.31656044842,100
Au25Rh2,Rh(g) + * -> Rh*,,-4.67103322709,100
AuPt24,Au(g) + * -> Au*,,-2.57595930307,100
Pt25,Zn(g) + * -> Zn*,,-2.29523699485,100
Pd25Zn,Pd(g) + * -> Pd*,,-3.04836819958,100
Pt26Zn,Zn(g) + * -> Zn*,,-2.49804977425,111
AuPd25,Pd(g) + * -> Pd*,,-3.59853226831,100
Pt38,Os(g) + * -> Os*,,-6.8717647415,211
Au26Zn,Au(g) + * -> Au*,,-2.70455840401,100
Pd38,Ir(g) + * -> Ir*,,-6.03304223398,211
Au24,Ru(g) + * -> Ru*,,-3.20647641493,100
Au26Ru,Au(g) + * -> Au*,,-3.32721251405,111
PtRh37,Rh(g) + * -> Rh*,,-5.79281686139,211
Au25Zn,Zn(g) + * -> Zn*,,-0.80566400809,100
Pt25Re2,Pt(g) + * -> Pt*,,-5.6835409051,100
Au24Re,Au(g) + * -> Au*,,-3.11192589967,111
Cu36Pd2,Cu(g) + * -> Cu*,,-3.4057428026,211
Au27,Zn(g) + * -> Zn*,,-1.27910510048,100
Ag25Pt2,Ag(g) + * -> Ag*,,-3.01250202945,111
Rh25,Au(g) + * -> Au*,,-3.25014517763,100
Rh26Zn,Rh(g) + * -> Rh*,,-6.22452221984,111
IrRh26,Ir(g) + * -> Ir*,,-6.9980508067,100
Ag26,Zn(g) + * -> Zn*,,-0.934955774836,111
Cu24Os,Os(g) + * -> Os*,,-6.70175358604,100
Ag24Au,Ag(g) + * -> Ag*,,-1.99171140989,111
Au24Re,Au(g) + * -> Au*,,-2.83227177438,100
Ir37Os,Os(g) + * -> Os*,,-7.63618254846,211
Ir38,Ru(g) + * -> Ru*,,-6.85837742033,211
Ag24Rh3,Rh(g) + * -> Rh*,,-5.26691562004,111
AgPd24,Ag(g) + * -> Ag*,,-2.4635349215,100
Au26,Pd(g) + * -> Pd*,,-2.8634351369,100
Ag24Ir,Ag(g) + * -> Ag*,,-2.39279844986,100
Pt24,Pd(g) + * -> Pd*,,-2.65087673599,111
Au26Pd,Pd(g) + * -> Pd*,,-3.24454235346,100
Ag24Pt,Pt(g) + * -> Pt*,,-3.25638379583,100
Cu37Rh,Cu(g) + * -> Cu*,,-3.47783909514,211
Ir26Os,Os(g) + * -> Os*,,-7.6251379915,100
Au24Ru,Au(g) + * -> Au*,,-2.75370162118,100
Au26Rh,Au(g) + * -> Au*,,-2.87811771999,100
Ag37Cu,Ag(g) + * -> Ag*,,-2.1409974221,211
Ir24Ru,Ir(g) + * -> Ir*,,-7.05926274934,100
Re2Rh25,Rh(g) + * -> Rh*,,-7.42419769554,111
Pd27,Cu(g) + * -> Cu*,,-3.73925887133,100
Cu25Pt,Pt(g) + * -> Pt*,,-4.82977730452,100
Au24Pt3,Au(g) + * -> Au*,,-3.71532536972,111
Cu24Ru3,Cu(g) + * -> Cu*,,-4.05837882485,100
Pd37Pt,Pt(g) + * -> Pt*,,-5.1437296119,211
Pt24Ru,Pt(g) + * -> Pt*,,-4.94388858782,111
Au26Rh,Rh(g) + * -> Rh*,,-4.20575752304,100
AgIr26,Ir(g) + * -> Ir*,,-7.88751404377,100
AgAu25,Ag(g) + * -> Ag*,,-2.16495643438,100
Ag2Rh24,Rh(g) + * -> Rh*,,-5.08227732469,100
Ag24,Ru(g) + * -> Ru*,,-1.74220144469,111
Cu25Pt,Pt(g) + * -> Pt*,,-5.85645837252,100
AuPd36,Au(g) + * -> Au*,,-2.85017162754,211
Au24Re,Re(g) + * -> Re*,,-6.07632643177,100
Ir37Pd,Pd(g) + * -> Pd*,,-4.05722472197,211
Ag26Au,Ag(g) + * -> Ag*,,-2.3896360107,111
Os2Pt24,Os(g) + * -> Os*,,-7.91047330978,111
AgCu25,Ag(g) + * -> Ag*,,-2.43131167552,100
Ir2Rh24,Rh(g) + * -> Rh*,,-6.18733207975,111
AgAu24,Ag(g) + * -> Ag*,,-2.11662636142,100
Rh36Zn,Rh(g) + * -> Rh*,,-5.11465499528,211
Au3Cu24,Cu(g) + * -> Cu*,,-2.6518667542,111
Cu25Os,Cu(g) + * -> Cu*,,-3.70325154212,100
AgPt26,Pt(g) + * -> Pt*,,-5.56882069899,111
Au24Ru3,Ru(g) + * -> Ru*,,-4.74759014596,111
Cu36Zn,Zn(g) + * -> Zn*,,-1.11793893771,211
Ag26Pt,Ag(g) + * -> Ag*,,-2.1827375779,100
Ag2Ir25,Ir(g) + * -> Ir*,,-7.16097210383,111
Pd24Ru3,Ru(g) + * -> Ru*,,-6.81745435442,111
Ag26Cu,Ag(g) + * -> Ag*,,-2.44848430443,111
Au25Ru2,Au(g) + * -> Au*,,-2.94073907632,100
AgAu26,Au(g) + * -> Au*,,-2.63197142213,100
Cu26Re,Cu(g) + * -> Cu*,,-3.62419954326,100
Ag2Cu25,Ag(g) + * -> Ag*,,-2.41723985196,100
Ag25Os2,Ag(g) + * -> Ag*,,-3.18406008408,100
Ag24Rh,Ag(g) + * -> Ag*,,-2.26642843755,111
Ag38,Ru(g) + * -> Ru*,,-3.5529026532,211
Ir24Zn2,Zn(g) + * -> Zn*,,-1.68701621158,100
Pd25Re,Pd(g) + * -> Pd*,,-4.23737776472,111
Ag36Re,Re(g) + * -> Re*,,-5.90403754736,211
Rh26,Cu(g) + * -> Cu*,,-3.93558017076,100
Ir25Ru2,Ru(g) + * -> Ru*,,-6.90149664914,100
Cu2Rh24,Rh(g) + * -> Rh*,,-5.24005376524,111
Au24Os2,Os(g) + * -> Os*,,-7.26102646183,111
Cu36Rh,Rh(g) + * -> Rh*,,-4.82646044073,211
Ag38,Zn(g) + * -> Zn*,,-0.963655078463,211
Ir24,Pd(g) + * -> Pd*,,-2.95850817878,111
Au36,Zn(g) + * -> Zn*,,-1.14368220049,211
Cu24Os3,Cu(g) + * -> Cu*,,-4.65953730125,100
IrPt24,Ir(g) + * -> Ir*,,-4.80710899623,100
Pt26Rh,Rh(g) + * -> Rh*,,-5.49066436292,100
Ag25Ir,Ir(g) + * -> Ir*,,-5.6431571008,111
Ir36Zn2,Ir(g) + * -> Ir*,,-6.55209253293,211
Ir25,Zn(g) + * -> Zn*,,-1.94724562572,111
Ag25,Ru(g) + * -> Ru*,,-2.38949845717,100
Ir24Rh3,Ir(g) + * -> Ir*,,-7.09789999088,100
OsPt26,Pt(g) + * -> Pt*,,-5.57095196268,100
Ag36Au,Ag(g) + * -> Ag*,,-1.99804839725,211
Ir26,Ru(g) + * -> Ru*,,-7.36286609083,100
Ag26Pd,Pd(g) + * -> Pd*,,-3.55638788739,111
AuRh25,Rh(g) + * -> Rh*,,-5.4429648458,111
Cu25Pt2,Pt(g) + * -> Pt*,,-5.88129161854,100
Pt24,Rh(g) + * -> Rh*,,-4.71684155294,100
Ag25Zn,Zn(g) + * -> Zn*,,-1.04393805224,100
Pt24,Re(g) + * -> Re*,,-3.7333953621,111
Rh24Ru3,Ru(g) + * -> Ru*,,-7.00491304182,100
Cu25,Ag(g) + * -> Ag*,,-2.35650404054,100
Ag25,Ru(g) + * -> Ru*,,-3.03433100251,100
Ir24,Ru(g) + * -> Ru*,,-4.55010780475,111
Rh24,Ru(g) + * -> Ru*,,-4.1130008503,111
Cu25Pd,Pd(g) + * -> Pd*,,-3.81130870047,100
Pd24Ru2,Pd(g) + * -> Pd*,,-4.29150508721,100
Pd24Ru,Pd(g) + * -> Pd*,,-2.58416292341,100
Cu24Re2,Re(g) + * -> Re*,,-7.04014668334,100
Rh27,Os(g) + * -> Os*,,-8.41387991952,111
Cu24Zn3,Zn(g) + * -> Zn*,,-1.35293074464,111
Pt36,Ru(g) + * -> Ru*,,-5.04578209535,211
Pd24Zn2,Pd(g) + * -> Pd*,,-3.48641979725,111
Cu24Pd,Cu(g) + * -> Cu*,,-2.62456951721,100
IrRh25,Ir(g) + * -> Ir*,,-6.68746053394,100
Ir25Pt,Ir(g) + * -> Ir*,,-6.81642079799,100
AuPd25,Pd(g) + * -> Pd*,,-3.09478367949,100
PdRh37,Pd(g) + * -> Pd*,,-3.84111299037,211
Cu25Pd,Cu(g) + * -> Cu*,,-3.4438004416,111
Pd37,Zn(g) + * -> Zn*,,-2.26530596791,211
Cu2Rh24,Rh(g) + * -> Rh*,,-5.47971926356,100
Ir24Rh2,Ir(g) + * -> Ir*,,-6.67948623754,100
Cu25,Zn(g) + * -> Zn*,,-0.983222921495,100
Cu24Zn,Zn(g) + * -> Zn*,,-0.903518257604,111
Au25Ir,Ir(g) + * -> Ir*,,-5.78198387294,100
Ag26Os,Os(g) + * -> Os*,,-6.79612042446,111
Ag3Ir24,Ag(g) + * -> Ag*,,-2.45997308726,100
Rh27,Pd(g) + * -> Pd*,,-3.98848529388,100
Ir24Ru2,Ir(g) + * -> Ir*,,-6.71597228304,100
Au26Cu,Cu(g) + * -> Cu*,,-3.02715515619,100
Au26Zn,Zn(g) + * -> Zn*,,-0.989333986297,100
Ir36,Zn(g) + * -> Zn*,,-2.085384358,211
Pd25Rh,Pd(g) + * -> Pd*,,-3.11677000239,100
Ag26Pd,Pd(g) + * -> Pd*,,-3.21068540394,100
Cu26,Ir(g) + * -> Ir*,,-6.08006513998,111
Ir3Rh24,Rh(g) + * -> Rh*,,-7.02679521315,111
Ag37Ir,Ag(g) + * -> Ag*,,-2.45054529471,211
Cu24Ir,Ir(g) + * -> Ir*,,-6.81175139232,111
Au27,Os(g) + * -> Os*,,-4.73585285516,111
Ag26,Pd(g) + * -> Pd*,,-3.15865709967,111
Pt37Zn,Pt(g) + * -> Pt*,,-4.99317255589,211
Cu26Zn,Zn(g) + * -> Zn*,,-1.30690098612,100
Au25Ir2,Au(g) + * -> Au*,,-3.26997016827,100
AgRh26,Rh(g) + * -> Rh*,,-6.13230712169,100
Pt26,Ag(g) + * -> Ag*,,-2.85098463569,100
Au36Ir,Ir(g) + * -> Ir*,,-5.67865176753,211
Cu26,Au(g) + * -> Au*,,-3.39270732462,111
Cu36,Ir(g) + * -> Ir*,,-5.05070483897,211
Ir25,Rh(g) + * -> Rh*,,-5.5018516436,111
Rh26,Ir(g) + * -> Ir*,,-7.03911754872,111
Cu26Ru,Ru(g) + * -> Ru*,,-5.02962247829,100
Ag25Re,Ag(g) + * -> Ag*,,-2.50998897356,100
Cu25Ir,Cu(g) + * -> Cu*,,-3.1166385714,100
CuIr25,Cu(g) + * -> Cu*,,-3.89548501125,100
Pd24,Ir(g) + * -> Ir*,,-4.64623127411,100
Cu25Ir,Ir(g) + * -> Ir*,,-6.6307190817,100
Cu24,Rh(g) + * -> Rh*,,-3.85921604457,100
AuRh25,Au(g) + * -> Au*,,-3.44095984513,100
Pd3Pt24,Pt(g) + * -> Pt*,,-5.46409979252,111
Ag25Zn2,Zn(g) + * -> Zn*,,-0.755343626428,100
Cu24Ir,Cu(g) + * -> Cu*,,-3.63203043569,111
OsRh24,Os(g) + * -> Os*,,-5.02575125059,100
Ag3Pd24,Pd(g) + * -> Pd*,,-3.33026719611,100
PdPt26,Pd(g) + * -> Pd*,,-3.59280440782,100
OsRh24,Rh(g) + * -> Rh*,,-4.4065870687,100
Cu25Zn2,Cu(g) + * -> Cu*,,-3.65178835028,111
Ag2Cu25,Cu(g) + * -> Cu*,,-3.28480064523,100
Au25Zn2,Au(g) + * -> Au*,,-2.95172261175,111
AgIr36,Ir(g) + * -> Ir*,,-6.37743040755,211
Au25Zn2,Zn(g) + * -> Zn*,,-1.1196488331,111
Pt25,Cu(g) + * -> Cu*,,-3.0827093757,100
Pt37,Zn(g) + * -> Zn*,,-2.27501934394,211
Pd26Pt,Pt(g) + * -> Pt*,,-5.44670688744,100
OsPt24,Pt(g) + * -> Pt*,,-5.21406417138,100
Pt25Re,Re(g) + * -> Re*,,-7.12535478179,111
Ir27,Cu(g) + * -> Cu*,,-3.75744083853,100
Pt36Zn,Zn(g) + * -> Zn*,,-2.01199634097,211
Au2Pd25,Au(g) + * -> Au*,,-3.22197751647,100
Pd26Pt,Pd(g) + * -> Pd*,,-3.81750357636,100
Ag24Ru3,Ru(g) + * -> Ru*,,-5.32090538899,111
AuPt26,Au(g) + * -> Au*,,-3.38281999984,111
Ir2Pt36,Pt(g) + * -> Pt*,,-5.37234640354,211
Rh25Ru2,Rh(g) + * -> Rh*,,-6.09396716452,100
Rh25,Cu(g) + * -> Cu*,,-3.28218216166,111
Rh37Zn,Zn(g) + * -> Zn*,,-2.18508993411,211
Au24Zn,Zn(g) + * -> Zn*,,-0.86540544749,100
Ir25Pt,Pt(g) + * -> Pt*,,-5.3190084153,100
Au26,Ru(g) + * -> Ru*,,-4.21640016785,100
Au27,Zn(g) + * -> Zn*,,-1.52118615347,111
Ag24,Pt(g) + * -> Pt*,,-3.70259418307,100
Pd25,Re(g) + * -> Re*,,-5.12817830534,100
Pd24Zn2,Zn(g) + * -> Zn*,,-1.7107477367,100
Au25Re,Au(g) + * -> Au*,,-2.79222362251,100
Au26,Ru(g) + * -> Ru*,,-3.50208498345,100
Ag25,Re(g) + * -> Re*,,-0.79185756357,100
Cu2Pt25,Cu(g) + * -> Cu*,,-3.39240527824,100
Au26,Zn(g) + * -> Zn*,,-1.2686864734,111
Cu24Rh,Rh(g) + * -> Rh*,,-4.94036614202,100
Cu24Os,Os(g) + * -> Os*,,-6.54424585792,100
Au24Ir,Au(g) + * -> Au*,,-1.94996962142,100
Ir25,Ru(g) + * -> Ru*,,-5.94825155815,111
CuPt36,Pt(g) + * -> Pt*,,-4.7163554896,211
Ir2Pt24,Pt(g) + * -> Pt*,,-5.90459932637,100
Rh25Ru,Rh(g) + * -> Rh*,,-6.3142461837,100
Os2Pd24,Os(g) + * -> Os*,,-6.09642013483,100
Pd25Pt2,Pt(g) + * -> Pt*,,-5.599712764,100
Ir24Rh3,Ir(g) + * -> Ir*,,-7.90917070079,111
Pd25Rh2,Rh(g) + * -> Rh*,,-5.35797437036,100
Cu24,Os(g) + * -> Os*,,-3.59118349364,100
Au25Ru2,Ru(g) + * -> Ru*,,-6.50518343849,100
CuRh24,Cu(g) + * -> Cu*,,-3.01368320762,111
CuIr26,Cu(g) + * -> Cu*,,-3.62154044679,100
AgAu26,Ag(g) + * -> Ag*,,-2.40851955546,100
Au2Cu24,Cu(g) + * -> Cu*,,-3.42407103095,100
Ir24Rh,Ir(g) + * -> Ir*,,-6.19000566635,111
Rh37,Os(g) + * -> Os*,,-6.66498358974,211
Pt25Rh,Pt(g) + * -> Pt*,,-5.28084485594,111
Au25Re,Au(g) + * -> Au*,,-2.32466059746,100
OsRh26,Os(g) + * -> Os*,,-7.21142432465,100
Ag24Rh,Rh(g) + * -> Rh*,,-3.90199574328,111
Ag3Cu24,Cu(g) + * -> Cu*,,-2.41748652319,111
CuPt25,Pt(g) + * -> Pt*,,-4.84878309636,100
Pd26,Pt(g) + * -> Pt*,,-4.62349908713,100
Pt25Zn2,Pt(g) + * -> Pt*,,-4.71454804139,100
PdRh24,Pd(g) + * -> Pd*,,-3.22438551998,111
AgPd37,Pd(g) + * -> Pd*,,-3.32382660142,211
Rh24Zn2,Zn(g) + * -> Zn*,,-1.56677862506,111
Ag24Cu,Cu(g) + * -> Cu*,,-2.37280706161,111
Cu25Zn,Zn(g) + * -> Zn*,,-1.34098270166,100
Ag36Cu,Cu(g) + * -> Cu*,,-2.62778297771,211
Ag36Re,Ag(g) + * -> Ag*,,-2.3004640298,211
Pt24Zn3,Zn(g) + * -> Zn*,,-1.25687884117,100
Ir24Re3,Re(g) + * -> Re*,,-9.24733695602,111
Pt26,Os(g) + * -> Os*,,-7.0474140279,100
Au24Pt2,Au(g) + * -> Au*,,-3.18931283381,100
OsPt25,Pt(g) + * -> Pt*,,-4.57361347537,100
Ir25Rh2,Ir(g) + * -> Ir*,,-8.09575787555,111
CuRh36,Cu(g) + * -> Cu*,,-3.3996947321,211
Ag25Pt2,Ag(g) + * -> Ag*,,-2.46219891052,100
Ag25Re,Ag(g) + * -> Ag*,,-2.90199496206,100
Au38,Re(g) + * -> Re*,,-3.81588252611,211
Pd25Zn2,Pd(g) + * -> Pd*,,-3.49142526349,100
Ir25,Pd(g) + * -> Pd*,,-3.99836234638,100
AgAu24,Au(g) + * -> Au*,,-2.59584817242,100
Pd25Ru2,Ru(g) + * -> Ru*,,-6.64194704342,111
AgCu25,Ag(g) + * -> Ag*,,-2.0364378111,100
Au36Ru,Au(g) + * -> Au*,,-2.6635211183,211
Cu25Zn2,Cu(g) + * -> Cu*,,-3.2141685973,100
Au25,Ir(g) + * -> Ir*,,-3.68258007331,100
Ag26,Cu(g) + * -> Cu*,,-2.92402468712,100
Cu26Pd,Pd(g) + * -> Pd*,,-3.95449017858,111
Cu25Os2,Cu(g) + * -> Cu*,,-3.38964005731,100
Pt27,Au(g) + * -> Au*,,-3.19551192745,100
Au37,Re(g) + * -> Re*,,-3.25833968216,211
Pd25Pt,Pd(g) + * -> Pd*,,-3.64066760143,111
Pt25,Pd(g) + * -> Pd*,,-2.88602065454,100
Pt24,Au(g) + * -> Au*,,-2.28160123376,111
AgAu25,Ag(g) + * -> Ag*,,-2.01420733402,100
Ag24Os,Os(g) + * -> Os*,,-4.99255023152,100
Au2Ir24,Au(g) + * -> Au*,,-2.90877835218,100
Ir24Pd3,Ir(g) + * -> Ir*,,-6.81767653539,100
Au2Rh25,Rh(g) + * -> Rh*,,-5.39305705672,100
Ag24,Os(g) + * -> Os*,,-1.57181205098,111
Pd24Pt2,Pd(g) + * -> Pd*,,-3.80721427136,111
Pt26,Pd(g) + * -> Pd*,,-3.79893990142,100
Ir2Pt25,Ir(g) + * -> Ir*,,-7.52856879964,111
PdRh26,Pd(g) + * -> Pd*,,-4.30346449093,111
Ag2Au25,Ag(g) + * -> Ag*,,-2.16581134807,100
Au2Cu25,Cu(g) + * -> Cu*,,-3.22881002317,100
Ag25Os,Os(g) + * -> Os*,,-6.39788323284,111
Au25Ru2,Ru(g) + * -> Ru*,,-5.76633297271,111
Ag27,Cu(g) + * -> Cu*,,-2.80813112609,100
Au36Pd,Au(g) + * -> Au*,,-2.52520925359,211
Pt24Ru3,Ru(g) + * -> Ru*,,-7.12051714174,111
Pd25Rh2,Pd(g) + * -> Pd*,,-4.20581861259,111
Rh37,Pt(g) + * -> Pt*,,-5.138211075,211
Ag24Rh2,Ag(g) + * -> Ag*,,-2.74012157538,111
Ir25Pt,Ir(g) + * -> Ir*,,-6.52093944269,100
Au37Cu,Au(g) + * -> Au*,,-2.51883668736,211
AgPd25,Ag(g) + * -> Ag*,,-2.66312838999,111
Pt37,Os(g) + * -> Os*,,-6.28817366315,211
Cu3Ir24,Ir(g) + * -> Ir*,,-6.94927229009,111
Ag37,Re(g) + * -> Re*,,-1.7232387148,211
Pt26Rh,Rh(g) + * -> Rh*,,-5.39919274785,100
Ag37,Os(g) + * -> Os*,,-3.16926355325,211
Ag26Pt,Ag(g) + * -> Ag*,,-2.61608276241,111
Au26Cu,Au(g) + * -> Au*,,-2.63861657841,100
AgPd24,Pd(g) + * -> Pd*,,-2.68009319194,100
Ir36Pd2,Ir(g) + * -> Ir*,,-6.80787642307,211
Au27,Ru(g) + * -> Ru*,,-4.5222300809,111
Pd27,Zn(g) + * -> Zn*,,-2.91833920837,111
Ir36Ru,Ir(g) + * -> Ir*,,-6.60125105651,211
PdPt25,Pd(g) + * -> Pd*,,-3.36146205582,100
AuPd24,Au(g) + * -> Au*,,-2.82619798914,111
Ag24Pt,Ag(g) + * -> Ag*,,-2.2920714264,111
Cu26,Pt(g) + * -> Pt*,,-5.97260921722,100
Pd2Rh24,Rh(g) + * -> Rh*,,-5.18518173516,100
Pd24Rh,Rh(g) + * -> Rh*,,-4.69861189781,100
OsRh37,Os(g) + * -> Os*,,-7.29320814244,211
PtRh24,Pt(g) + * -> Pt*,,-5.38956597207,100
Ir24Pt,Pt(g) + * -> Pt*,,-5.5164936137,100
Cu38,Os(g) + * -> Os*,,-5.32980419218,211
AgRh37,Rh(g) + * -> Rh*,,-5.46425782262,211
Au25Pt,Pt(g) + * -> Pt*,,-3.87921981398,100
AgPd26,Pd(g) + * -> Pd*,,-3.44089494598,100
AuCu26,Cu(g) + * -> Cu*,,-3.3262878712,100
Ir2Rh25,Ir(g) + * -> Ir*,,-7.59968242109,100
Au26Ir,Au(g) + * -> Au*,,-2.97784771831,100
Ir24Pd2,Ir(g) + * -> Ir*,,-6.95721951118,100
Au26Ir,Ir(g) + * -> Ir*,,-6.05555400874,111
Cu25Ru2,Cu(g) + * -> Cu*,,-4.48726515184,111
Au2Rh25,Au(g) + * -> Au*,,-3.16714276601,100
Ir38,Re(g) + * -> Re*,,-7.35107247243,211
Ir37,Cu(g) + * -> Cu*,,-3.58736886563,211
Rh25Ru,Ru(g) + * -> Ru*,,-5.69572058498,100
Au36Os,Os(g) + * -> Os*,,-6.85989792451,211
Pt3Rh24,Pt(g) + * -> Pt*,,-5.64241341363,100
Au37Pd,Pd(g) + * -> Pd*,,-3.18133690474,211
Ir38,Au(g) + * -> Au*,,-3.54083066236,211
Rh27,Re(g) + * -> Re*,,-7.03102250181,100
Pd25,Pt(g) + * -> Pt*,,-3.93188234762,100
Au25Zn2,Au(g) + * -> Au*,,-2.45801740501,100
Ir24Ru,Ir(g) + * -> Ir*,,-6.36087418452,111
Ag25,Pt(g) + * -> Pt*,,-3.67374480871,100
Ag24Re2,Ag(g) + * -> Ag*,,-2.66655627619,111
Ir24Pt3,Ir(g) + * -> Ir*,,-6.96569225212,100
Cu25Zn2,Zn(g) + * -> Zn*,,-1.04354831722,100
Pd25Ru,Pd(g) + * -> Pd*,,-3.42632801128,100
Ag24Pt2,Pt(g) + * -> Pt*,,-4.03916976391,100
Ag2Rh24,Ag(g) + * -> Ag*,,-2.44449082957,100
Au25Zn,Zn(g) + * -> Zn*,,-1.06914858417,111
Rh36,Ag(g) + * -> Ag*,,-2.42510577901,211
Os2Pd24,Pd(g) + * -> Pd*,,-3.62208725954,100
Au26,Re(g) + * -> Re*,,-2.98966276563,111
Cu24Pt3,Pt(g) + * -> Pt*,,-5.85368594053,111
OsPd25,Pd(g) + * -> Pd*,,-3.61434167487,100
Os2Rh36,Os(g) + * -> Os*,,-7.23873856875,211
Ag37Au,Au(g) + * -> Au*,,-2.80355770863,211
Cu36Pt,Cu(g) + * -> Cu*,,-3.1098566099,211
Ag25Rh,Ag(g) + * -> Ag*,,-2.34670317992,100
Au24Re2,Re(g) + * -> Re*,,-7.17082738719,100
Pt26Rh,Pt(g) + * -> Pt*,,-5.85531549437,111
Au3Pd24,Pd(g) + * -> Pd*,,-3.35964345092,100
Pt24Ru,Ru(g) + * -> Ru*,,-5.70416591046,100
Pt24Ru,Ru(g) + * -> Ru*,,-4.28984294779,100
Au24Ru2,Ru(g) + * -> Ru*,,-6.70911304119,111
Au25Zn,Au(g) + * -> Au*,,-2.43293374618,100
Ir25Os,Ir(g) + * -> Ir*,,-8.18702731001,100
Au36,Pd(g) + * -> Pd*,,-2.78059157174,211
Cu36,Rh(g) + * -> Rh*,,-4.303842389,211
OsRh36,Os(g) + * -> Os*,,-6.88670923417,211
Pd26Re,Re(g) + * -> Re*,,-4.91883649422,100
Ir26,Re(g) + * -> Re*,,-6.42254225801,100
Ag2Pd24,Pd(g) + * -> Pd*,,-3.19305800478,111
PtRh25,Pt(g) + * -> Pt*,,-5.33190572744,100
Ir2Pt25,Pt(g) + * -> Pt*,,-5.54988198317,100
Ag25Rh,Ag(g) + * -> Ag*,,-2.04608227428,100
IrPd25,Pd(g) + * -> Pd*,,-3.04279496778,100
Ag26,Ir(g) + * -> Ir*,,-4.54662433929,111
Au25Re,Re(g) + * -> Re*,,-6.55261818886,100
Au24Ir,Au(g) + * -> Au*,,-2.75852619974,100
AgCu24,Cu(g) + * -> Cu*,,-2.96033766822,100
Pd25Re2,Re(g) + * -> Re*,,-8.26552773404,100
AuRh25,Rh(g) + * -> Rh*,,-5.79544759006,100
Au24Ru,Ru(g) + * -> Ru*,,-4.89389528699,100
AgAu37,Au(g) + * -> Au*,,-2.59810923443,211
Cu25Zn,Cu(g) + * -> Cu*,,-2.98155989547,100
Pt25,Au(g) + * -> Au*,,-2.47651733724,100
Au24Cu,Cu(g) + * -> Cu*,,-2.84480724312,100
Pd26,Os(g) + * -> Os*,,-6.48818537063,100
