chemicalComposition,Equation,activationEnergy,reactionEnergy,facet
Ag24Pd2,Pd(g) + * -> Pd*,,-2.82038169164,100
Au25Rh2,Au(g) + * -> Au*,,-3.53292439444,111
Au27,Pd(g) + * -> Pd*,,-3.22729897494,100
Ir36Re2,Ir(g) + * -> Ir*,,-7.15223881384,211
AgRh24,Ag(g) + * -> Ag*,,-2.42659335741,100
Pd25,Ag(g) + * -> Ag*,,-2.18088223763,100
Pd37Zn,Pd(g) + * -> Pd*,,-3.31145297238,211
Cu37Ru,Ru(g) + * -> Ru*,,-5.60986213441,211
Cu25Pt,Cu(g) + * -> Cu*,,-3.80729978316,100
Au25Os,Au(g) + * -> Au*,,-2.74900037821,100
Pd24Pt,Pd(g) + * -> Pd*,,-2.53837963199,100
Ir36Rh,Rh(g) + * -> Rh*,,-5.51908046402,211
Ir3Pt24,Pt(g) + * -> Pt*,,-5.51392417865,100
Pd24,Zn(g) + * -> Zn*,,-1.360787964,111
Cu25Zn,Zn(g) + * -> Zn*,,-1.51198509982,100
Ir36Pt,Pt(g) + * -> Pt*,,-5.29488137273,211
Au24Os,Au(g) + * -> Au*,,-2.97540780948,111
Ag25Pt,Ag(g) + * -> Ag*,,-2.30333210979,100
Rh24Ru3,Rh(g) + * -> Rh*,,-7.0541569411,111
Pt25Re,Re(g) + * -> Re*,,-4.92446435288,100
Cu26Os,Cu(g) + * -> Cu*,,-4.02587713834,100
Ag36Pt2,Ag(g) + * -> Ag*,,-2.50625978928,211
PdPt26,Pd(g) + * -> Pd*,,-3.98036391997,111
Ir25Ru2,Ru(g) + * -> Ru*,,-7.98097916493,111
Ir27,Ag(g) + * -> Ag*,,-2.65888872014,100
Au36Pt,Au(g) + * -> Au*,,-2.56941789018,211
Ag2Rh36,Rh(g) + * -> Rh*,,-5.16319330336,211
Pt25Rh,Pt(g) + * -> Pt*,,-4.66346866613,100
Ir26,Au(g) + * -> Au*,,-3.6491810234,100
Ag24Re3,Ag(g) + * -> Ag*,,-2.05258593136,100
Ag26,Ru(g) + * -> Ru*,,-3.37068270166,111
AuPt26,Pt(g) + * -> Pt*,,-5.53019379776,111
Pt37,Rh(g) + * -> Rh*,,-4.94692884786,211
CuIr24,Ir(g) + * -> Ir*,,-5.63259085196,111
AgAu25,Au(g) + * -> Au*,,-2.67405314882,111
PdRh24,Pd(g) + * -> Pd*,,-3.16390447513,100
Ag25,Pt(g) + * -> Pt*,,-4.31801156132,100
Rh27,Pt(g) + * -> Pt*,,-5.85702892726,100
Pt24,Ag(g) + * -> Ag*,,-2.0293563883,111
Ag26,Rh(g) + * -> Rh*,,-4.29835643775,100
Pd25Rh2,Rh(g) + * -> Rh*,,-5.68057588454,100
Ir25,Ag(g) + * -> Ag*,,-2.39699247261,100
Au37,Os(g) + * -> Os*,,-4.03854322177,211
Ag27,Re(g) + * -> Re*,,-2.83688913824,111
Ag26,Re(g) + * -> Re*,,-2.33727858473,100
Ir27,Os(g) + * -> Os*,,-7.62833771025,100
Ir2Rh36,Ir(g) + * -> Ir*,,-7.20615783321,211
Pt27,Cu(g) + * -> Cu*,,-3.66478580033,100
Cu36Ir2,Cu(g) + * -> Cu*,,-3.70898423262,211
Rh25,Os(g) + * -> Os*,,-6.16353218603,111
Rh26Ru,Ru(g) + * -> Ru*,,-6.47940520907,100
Rh26,Au(g) + * -> Au*,,-3.68074663822,100
Au25Pd2,Pd(g) + * -> Pd*,,-3.06042311528,100
Rh24,Ag(g) + * -> Ag*,,-2.23306122494,100
Pt26,Zn(g) + * -> Zn*,,-2.53358886356,100
Ir24Pd,Pd(g) + * -> Pd*,,-3.3230151579,111
AuIr36,Ir(g) + * -> Ir*,,-6.39507923568,211
Ag3Pt24,Pt(g) + * -> Pt*,,-5.05839742952,111
Pt24,Pd(g) + * -> Pd*,,-3.18369511139,100
Ag25,Au(g) + * -> Au*,,-2.34062374833,100
Rh25,Zn(g) + * -> Zn*,,-2.16686184358,100
Ag36Pd,Ag(g) + * -> Ag*,,-2.08243648062,211
Ag25Cu,Cu(g) + * -> Cu*,,-2.92399461856,100
Cu37Pt,Pt(g) + * -> Pt*,,-5.57249478018,211
Au37Pt,Pt(g) + * -> Pt*,,-4.5359791094,211
Cu26,Os(g) + * -> Os*,,-5.76866730137,100
Ag2Pt24,Pt(g) + * -> Pt*,,-4.71124580374,111
Cu25Pd,Pd(g) + * -> Pd*,,-3.29234806303,100
AgPt24,Ag(g) + * -> Ag*,,-2.48570322055,100
IrPd24,Pd(g) + * -> Pd*,,-3.44846909895,100
OsPd25,Os(g) + * -> Os*,,-4.71247344538,100
Ag24Ir2,Ir(g) + * -> Ir*,,-6.0867753315,111
Cu24Pt2,Pt(g) + * -> Pt*,,-5.98525461994,100
Cu26Pt,Cu(g) + * -> Cu*,,-3.65940665369,100
AgIr24,Ir(g) + * -> Ir*,,-6.15029201044,100
AuPt36,Au(g) + * -> Au*,,-2.79114707209,211
Ag36Os,Os(g) + * -> Os*,,-5.87588886611,211
AuPt24,Au(g) + * -> Au*,,-2.97890202345,100
Ag2Pt25,Ag(g) + * -> Ag*,,-2.6592624685,100
Cu24Os,Cu(g) + * -> Cu*,,-3.61941714241,100
Au26,Pd(g) + * -> Pd*,,-3.39468450384,100
Ag2Ir24,Ir(g) + * -> Ir*,,-5.91137189996,111
Pt26,Ir(g) + * -> Ir*,,-6.3264779734,111
Au36Ru,Ru(g) + * -> Ru*,,-5.54170564223,211
Pt24Re3,Pt(g) + * -> Pt*,,-6.13125322474,100
PdRh36,Rh(g) + * -> Rh*,,-5.11983420623,211
Ir25Rh,Rh(g) + * -> Rh*,,-5.82872207987,100
Cu2Ir24,Cu(g) + * -> Cu*,,-3.43149109949,111
Ag25Ru2,Ag(g) + * -> Ag*,,-2.62089972181,100
CuIr24,Ir(g) + * -> Ir*,,-6.35797195425,100
Cu25Ir2,Cu(g) + * -> Cu*,,-2.8540839444,100
Ir2Pd25,Ir(g) + * -> Ir*,,-6.51485933081,100
Cu24Ir2,Ir(g) + * -> Ir*,,-6.7307044589,100
Cu26,Ru(g) + * -> Ru*,,-4.80214944915,111
Pt2Rh25,Rh(g) + * -> Rh*,,-6.34117674726,111
Rh24Ru,Ru(g) + * -> Ru*,,-6.02170501855,100
Ag24Re,Re(g) + * -> Re*,,-6.29263184044,111
Au2Pd25,Pd(g) + * -> Pd*,,-3.68896889836,111
Rh38,Au(g) + * -> Au*,,-3.47755589265,211
Au36Zn,Au(g) + * -> Au*,,-2.4983309359,211
Ag25Re,Re(g) + * -> Re*,,-6.43690483522,111
OsPd24,Os(g) + * -> Os*,,-6.53452452259,111
Ir36,Pt(g) + * -> Pt*,,-5.22162737178,211
AuPt24,Pt(g) + * -> Pt*,,-4.33584522283,100
Ag25Rh2,Rh(g) + * -> Rh*,,-5.31874786629,111
Pt24,Cu(g) + * -> Cu*,,-2.73424017466,111
Ag25,Rh(g) + * -> Rh*,,-3.25917602408,111
AuPt25,Pt(g) + * -> Pt*,,-5.29423435402,100
Cu25Re2,Re(g) + * -> Re*,,-6.56955033715,100
Au25Os2,Os(g) + * -> Os*,,-6.0542211951,100
AgCu37,Cu(g) + * -> Cu*,,-3.21010165167,211
Os2Rh25,Rh(g) + * -> Rh*,,-7.1889209174,111
Ag25,Cu(g) + * -> Cu*,,-2.36233115455,111
Cu2Pd36,Pd(g) + * -> Pd*,,-3.29251908656,211
Cu24,Pd(g) + * -> Pd*,,-2.90278545284,100
Pt36,Re(g) + * -> Re*,,-5.50801406991,211
Pt26Zn,Pt(g) + * -> Pt*,,-4.91170445822,100
Rh25Zn2,Rh(g) + * -> Rh*,,-5.64385806609,100
Au24Cu,Au(g) + * -> Au*,,-2.14954186504,100
Ag2Pt24,Pt(g) + * -> Pt*,,-4.67881976493,100
Pt24Ru3,Pt(g) + * -> Pt*,,-6.31879198163,111
Au25Re,Au(g) + * -> Au*,,-3.34438868045,100
Cu36Pt,Pt(g) + * -> Pt*,,-4.91349585168,211
Au36Pt,Pt(g) + * -> Pt*,,-4.27802000914,211
Au25,Cu(g) + * -> Cu*,,-2.57470730722,111
Ag2Pd36,Pd(g) + * -> Pd*,,-3.21702096269,211
Cu24Rh2,Cu(g) + * -> Cu*,,-4.12175380049,100
Ir36,Ag(g) + * -> Ag*,,-2.57713347433,211
Ir2Pd25,Pd(g) + * -> Pd*,,-4.37933622712,111
Pd24,Ir(g) + * -> Ir*,,-3.82750444065,111
IrPt25,Ir(g) + * -> Ir*,,-5.94712221767,100
AgPd25,Pd(g) + * -> Pd*,,-2.98750993692,100
Ag25Pt,Pt(g) + * -> Pt*,,-3.82010580112,100
Ag25Cu2,Ag(g) + * -> Ag*,,-2.51026829843,111
Ag24Ir,Ag(g) + * -> Ag*,,-2.41893498519,111
Ag25Pt2,Ag(g) + * -> Ag*,,-2.83613769585,100
Au36Re2,Re(g) + * -> Re*,,-4.58374243723,211
IrPt24,Ir(g) + * -> Ir*,,-5.94811434476,111
Au36,Ru(g) + * -> Ru*,,-3.38784036431,211
Pd24Pt2,Pd(g) + * -> Pd*,,-3.9583978015,100
Pt26Ru,Ru(g) + * -> Ru*,,-5.96581460242,100
Cu24,Au(g) + * -> Au*,,-2.41255513992,111
Ir37Pd,Ir(g) + * -> Ir*,,-7.12501688438,211
Pd24Pt3,Pd(g) + * -> Pd*,,-4.24664963601,111
Pt26,Au(g) + * -> Au*,,-2.86280036332,100
Rh24,Cu(g) + * -> Cu*,,-2.56409262212,111
Ir24Pd,Ir(g) + * -> Ir*,,-5.94199144297,100
CuPd24,Cu(g) + * -> Cu*,,-2.87221101268,100
Ag25Os,Ag(g) + * -> Ag*,,-2.09050295557,100
Au25Re,Re(g) + * -> Re*,,-7.31521902361,100
Cu24Ru2,Cu(g) + * -> Cu*,,-4.50562637404,100
Ir2Rh25,Ir(g) + * -> Ir*,,-8.32509794578,111
Ir24Pd,Ir(g) + * -> Ir*,,-5.76642106957,111
Au24Ru2,Ru(g) + * -> Ru*,,-4.64823702531,100
Ag37Pt,Ag(g) + * -> Ag*,,-2.33435138804,211
Pt26Re,Re(g) + * -> Re*,,-7.8423390629,111
Pt24Rh2,Pt(g) + * -> Pt*,,-5.32570248406,111
IrPt26,Pt(g) + * -> Pt*,,-5.22439436144,100
Au26Zn,Zn(g) + * -> Zn*,,-1.38232768007,111
CuPt24,Cu(g) + * -> Cu*,,-2.94472996608,111
Pd26Zn,Zn(g) + * -> Zn*,,-2.18628077232,100
AuRh37,Rh(g) + * -> Rh*,,-5.62152377758,211
CuIr24,Cu(g) + * -> Cu*,,-3.38906923046,100
AuCu25,Au(g) + * -> Au*,,-2.96135503391,111
Ir24Ru2,Ru(g) + * -> Ru*,,-7.24155562738,100
Ir26,Ag(g) + * -> Ag*,,-2.53386145362,100
Au24,Pt(g) + * -> Pt*,,-3.8297646863,100
Ag26,Zn(g) + * -> Zn*,,-0.8709682029,100
Pd24Ru3,Pd(g) + * -> Pd*,,-4.18444481796,100
AuIr24,Au(g) + * -> Au*,,-2.82643098664,100
Au24Pt3,Au(g) + * -> Au*,,-2.95359904084,100
Pt25,Os(g) + * -> Os*,,-4.9763467361,100
Cu2Rh24,Rh(g) + * -> Rh*,,-5.03443807708,100
Ag24Ru2,Ru(g) + * -> Ru*,,-4.51136437077,100
Ag24Zn2,Zn(g) + * -> Zn*,,-0.879889523509,100
Ag25Au2,Ag(g) + * -> Ag*,,-2.41672256353,111
AuPt24,Pt(g) + * -> Pt*,,-4.8310985533,100
Rh26Ru,Rh(g) + * -> Rh*,,-5.88471100124,100
Ag36Ru2,Ag(g) + * -> Ag*,,-2.1581118186,211
Ag24Pd3,Pd(g) + * -> Pd*,,-3.25017497411,100
Ag24Au,Au(g) + * -> Au*,,-2.64626202521,100
Au25Pd,Au(g) + * -> Au*,,-2.43223373329,100
Au25Zn2,Zn(g) + * -> Zn*,,-0.942370741213,100
Pt37,Ru(g) + * -> Ru*,,-5.50538449775,211
Cu25,Pd(g) + * -> Pd*,,-3.0353156465,100
Cu26Pt,Cu(g) + * -> Cu*,,-3.3233156396,100
Ir3Pd24,Ir(g) + * -> Ir*,,-7.69916132635,111
Pt37,Ir(g) + * -> Ir*,,-5.91712751608,211
CuRh24,Rh(g) + * -> Rh*,,-4.64799634062,100
Ir25,Ag(g) + * -> Ag*,,-2.59587000957,100
Pt24Rh2,Pt(g) + * -> Pt*,,-5.54703492398,100
Cu24Re,Cu(g) + * -> Cu*,,-3.69934643622,100
Au25Pt,Au(g) + * -> Au*,,-2.34215085126,100
Au24Ir2,Au(g) + * -> Au*,,-2.66675920509,100
Ir26,Ag(g) + * -> Ag*,,-2.80269517573,111
Au24Pt2,Au(g) + * -> Au*,,-3.24927339288,111
Au24Os3,Au(g) + * -> Au*,,-1.97701481295,100
Cu37,Ag(g) + * -> Ag*,,-2.27428470459,211
Cu26Ir,Cu(g) + * -> Cu*,,-3.41529461095,100
Ir37Rh,Rh(g) + * -> Rh*,,-6.08212524596,211
Ir24Rh,Rh(g) + * -> Rh*,,-5.09474449288,100
Ag26Re,Re(g) + * -> Re*,,-6.75105809871,111
Rh25,Ru(g) + * -> Ru*,,-4.8986279591,100
Au25Ru,Au(g) + * -> Au*,,-3.17269041912,100
Au24Os3,Os(g) + * -> Os*,,-5.55436988887,111
Ag25Zn2,Ag(g) + * -> Ag*,,-2.17678944123,100
Os2Rh24,Rh(g) + * -> Rh*,,-6.93806371652,100
Ir25Ru,Ir(g) + * -> Ir*,,-8.00029088081,100
OsPt24,Pt(g) + * -> Pt*,,-3.92312143813,100
AgRh24,Rh(g) + * -> Rh*,,-4.83549809001,100
Pd24Ru,Ru(g) + * -> Ru*,,-3.58907760456,100
Cu25Rh2,Rh(g) + * -> Rh*,,-6.08673716753,111
Cu36Pt2,Pt(g) + * -> Pt*,,-5.59894519887,211
Au36Pt2,Pt(g) + * -> Pt*,,-4.52704255041,211
Pd26,Zn(g) + * -> Zn*,,-2.29344580541,100
Au2Rh25,Au(g) + * -> Au*,,-3.156327533,111
Au24Rh2,Rh(g) + * -> Rh*,,-4.8394247609,100
Au24Pd,Au(g) + * -> Au*,,-2.66104277338,100
PtRh36,Rh(g) + * -> Rh*,,-5.17531277807,211
Au27,Rh(g) + * -> Rh*,,-4.66312607479,111
Au25,Ru(g) + * -> Ru*,,-3.66277583136,100
Pd26Pt,Pd(g) + * -> Pd*,,-4.02753982203,111
Pd36Rh2,Rh(g) + * -> Rh*,,-5.00052956201,211
Ag24Pt2,Ag(g) + * -> Ag*,,-2.35619913698,100
Ir2Pd24,Ir(g) + * -> Ir*,,-7.52210575558,100
Pd24Pt,Pd(g) + * -> Pd*,,-3.1555729613,111
PdPt26,Pd(g) + * -> Pd*,,-3.78621225229,100
AuPt24,Au(g) + * -> Au*,,-2.71614256271,111
Ag24Os,Os(g) + * -> Os*,,-5.74332982836,111
Ir25Rh,Ir(g) + * -> Ir*,,-7.20489889848,111
Au25Ir2,Ir(g) + * -> Ir*,,-5.42994515043,100
Ag25Pt,Ag(g) + * -> Ag*,,-2.59574116365,100
Au37Re,Re(g) + * -> Re*,,-6.26948828531,211
AuPt25,Au(g) + * -> Au*,,-3.14145800767,111
Ag2Cu24,Cu(g) + * -> Cu*,,-3.27194734753,100
Re2Rh25,Rh(g) + * -> Rh*,,-6.69400255906,100
Pt24,Re(g) + * -> Re*,,-5.43793148786,100
CuPd26,Pd(g) + * -> Pd*,,-3.54262402872,100
Rh25Zn,Zn(g) + * -> Zn*,,-2.20077396418,100
Ag25Ru,Ag(g) + * -> Ag*,,-2.40628516061,100
Rh24,Pt(g) + * -> Pt*,,-4.67352143614,100
Pd24Re,Pd(g) + * -> Pd*,,-3.63023428019,100
Au26Rh,Rh(g) + * -> Rh*,,-4.96121108344,111
Ir25,Ag(g) + * -> Ag*,,-2.48769060406,111
Cu24Re3,Cu(g) + * -> Cu*,,-4.90013295278,111
Ir25Pt2,Pt(g) + * -> Pt*,,-6.18794161477,111
Rh26,Pt(g) + * -> Pt*,,-6.19249156243,100
Pd26Zn,Pd(g) + * -> Pd*,,-3.49790633513,100
PdPt36,Pt(g) + * -> Pt*,,-4.72277023349,211
Ir27,Pd(g) + * -> Pd*,,-4.01804542964,100
Pd25Re,Pd(g) + * -> Pd*,,-3.66952303034,100
AuIr25,Au(g) + * -> Au*,,-3.09563723262,100
Ag24Pd,Pd(g) + * -> Pd*,,-2.57894323551,111
Ir25Rh2,Rh(g) + * -> Rh*,,-5.75189869352,100
Pt24Zn,Pt(g) + * -> Pt*,,-4.39084664301,111
Ag2Au24,Ag(g) + * -> Ag*,,-2.14907382921,111
Ag24Zn,Zn(g) + * -> Zn*,,-0.562059593722,100
Ag24Os,Os(g) + * -> Os*,,-5.63833694409,100
CuIr25,Ir(g) + * -> Ir*,,-7.38810226945,100
Pt25Zn2,Pt(g) + * -> Pt*,,-5.06518041145,100
Au2Pt25,Au(g) + * -> Au*,,-2.92364331958,100
Ag24Pt,Ag(g) + * -> Ag*,,-1.65085411764,100
Au36,Re(g) + * -> Re*,,-2.56168638737,211
Au25,Ru(g) + * -> Ru*,,-2.90592537451,100
Pt27,Ru(g) + * -> Ru*,,-6.61558567401,111
Au2Pd36,Pd(g) + * -> Pd*,,-3.41979748294,211
AgPt24,Pt(g) + * -> Pt*,,-4.77518031349,100
Pt25,Ir(g) + * -> Ir*,,-5.00790854132,100
Cu3Rh24,Cu(g) + * -> Cu*,,-3.81915115769,111
AgPt25,Ag(g) + * -> Ag*,,-2.62699928983,111
Au25Os,Os(g) + * -> Os*,,-6.58040332596,100
Os2Rh24,Os(g) + * -> Os*,,-6.77918133726,100
CuIr37,Ir(g) + * -> Ir*,,-7.01406014887,211
AuPt25,Au(g) + * -> Au*,,-2.77246958556,100
Ag24Ir3,Ag(g) + * -> Ag*,,-3.08463124778,100
Pt25,Cu(g) + * -> Cu*,,-3.18748470493,111
AgPt37,Ag(g) + * -> Ag*,,-2.64446226422,211
Au24Ru,Au(g) + * -> Au*,,-1.99685116432,100
AgPt25,Pt(g) + * -> Pt*,,-4.92961560411,100
AgAu37,Ag(g) + * -> Ag*,,-2.21517354884,211
Rh24Ru2,Rh(g) + * -> Rh*,,-6.22092589516,111
Ir25,Os(g) + * -> Os*,,-5.83074735523,100
Ir25Re,Ir(g) + * -> Ir*,,-7.75664095543,111
Rh26Zn,Zn(g) + * -> Zn*,,-1.99193903312,100
PtRh36,Pt(g) + * -> Pt*,,-5.09827598643,211
Rh36Ru2,Ru(g) + * -> Ru*,,-6.20644964238,211
Pd37,Rh(g) + * -> Rh*,,-4.50137296245,211
Ag25,Rh(g) + * -> Rh*,,-3.06560858482,100
Pd26,Os(g) + * -> Os*,,-5.42315835888,100
Pd24,Au(g) + * -> Au*,,-2.58126423058,100
Au25Re2,Au(g) + * -> Au*,,-3.06508360918,100
Ir26Os,Os(g) + * -> Os*,,-9.23136584583,111
Ir25Pt,Pt(g) + * -> Pt*,,-5.80108177537,111
Rh24Zn3,Rh(g) + * -> Rh*,,-5.99957229839,111
Au24Os2,Au(g) + * -> Au*,,-2.77548875676,100
Pd26,Zn(g) + * -> Zn*,,-2.7036910411,100
Rh24Zn,Rh(g) + * -> Rh*,,-4.69674410833,111
Cu25Rh2,Cu(g) + * -> Cu*,,-4.06565800641,100
Ir3Pt24,Ir(g) + * -> Ir*,,-7.70143613011,111
Au38,Ru(g) + * -> Ru*,,-4.07903818457,211
Rh26,Ag(g) + * -> Ag*,,-2.76391711526,111
Au24Re3,Re(g) + * -> Re*,,-7.61971115696,111
Cu24Ir,Ir(g) + * -> Ir*,,-5.81897475765,100
Rh25Zn2,Rh(g) + * -> Rh*,,-6.04701881767,111
Pd25Zn,Zn(g) + * -> Zn*,,-2.30292604789,100
Rh25Zn,Rh(g) + * -> Rh*,,-5.571815516,111
Cu24Re,Re(g) + * -> Re*,,-5.65778566926,100
Ag25Rh,Rh(g) + * -> Rh*,,-3.98861999025,100
Pt24,Zn(g) + * -> Zn*,,-2.10326972109,100
Rh24Zn2,Rh(g) + * -> Rh*,,-5.30036303822,111
Pd24Zn3,Zn(g) + * -> Zn*,,-1.44635600106,100
Ag24,Re(g) + * -> Re*,,-0.751325117089,100
Ir27,Rh(g) + * -> Rh*,,-6.08157292288,100
Cu26Ru,Ru(g) + * -> Ru*,,-6.86553884464,111
AgPd26,Ag(g) + * -> Ag*,,-2.97510025279,111
Cu36Re,Cu(g) + * -> Cu*,,-3.34978524235,211
Pd25,Au(g) + * -> Au*,,-3.0424508798,100
PtRh24,Pt(g) + * -> Pt*,,-5.11525888394,111
Ir24Re2,Re(g) + * -> Re*,,-8.03885975377,111
Pd25Ru,Pd(g) + * -> Pd*,,-3.92083636204,100
Pd24Pt2,Pt(g) + * -> Pt*,,-5.6736635805,100
Cu25Ru2,Ru(g) + * -> Ru*,,-6.11538844305,100
Ag36Re2,Ag(g) + * -> Ag*,,-2.13348578726,211
Ir25Pd,Pd(g) + * -> Pd*,,-3.60839489877,100
PtRh25,Rh(g) + * -> Rh*,,-5.37206884741,100
Au26,Rh(g) + * -> Rh*,,-4.15592653811,111
Ag25Pd,Pd(g) + * -> Pd*,,-3.39302590193,100
Au26,Ag(g) + * -> Ag*,,-2.47233453918,100
Cu24Zn2,Zn(g) + * -> Zn*,,-1.09143749773,100
CuRh25,Rh(g) + * -> Rh*,,-5.84983280844,100
Cu27,Rh(g) + * -> Rh*,,-5.30482924284,100
Cu26,Ir(g) + * -> Ir*,,-5.57340071519,100
Cu24,Re(g) + * -> Re*,,-2.15498740744,100
Cu24,Ag(g) + * -> Ag*,,-1.88820569587,100
Pd25,Ir(g) + * -> Ir*,,-4.55189906221,100
Au25Os2,Au(g) + * -> Au*,,-2.71706591306,111
Ir3Pd24,Pd(g) + * -> Pd*,,-4.1824864826,100
Ir25Pt,Ir(g) + * -> Ir*,,-7.1083094341,111
AuCu26,Au(g) + * -> Au*,,-2.92783849884,100
Au25Os,Au(g) + * -> Au*,,-3.32500546664,111
PdPt26,Pt(g) + * -> Pt*,,-5.66115389454,111
Rh27,Zn(g) + * -> Zn*,,-2.97031213749,111
Pt26Zn,Pt(g) + * -> Pt*,,-5.31956284726,100
IrPd25,Ir(g) + * -> Ir*,,-6.67418552778,111
Ag26Cu,Cu(g) + * -> Cu*,,-2.95469987743,111
Cu25,Ag(g) + * -> Ag*,,-2.19926291596,111
Au2Pt25,Au(g) + * -> Au*,,-3.05057633544,100
AgIr25,Ir(g) + * -> Ir*,,-6.05135658456,100
Ag25Os2,Os(g) + * -> Os*,,-5.80271602311,100
Pd24Zn,Zn(g) + * -> Zn*,,-1.8031645392,100
Au24Zn3,Zn(g) + * -> Zn*,,-0.663903712593,100
Pd25Rh,Rh(g) + * -> Rh*,,-4.40000341013,100
Ag37,Pt(g) + * -> Pt*,,-4.28509714612,211
Pt24Zn3,Pt(g) + * -> Pt*,,-5.56032169906,111
Pt24Zn,Zn(g) + * -> Zn*,,-1.49112274314,111
Cu27,Pd(g) + * -> Pd*,,-3.93059314025,100
Au25Cu,Au(g) + * -> Au*,,-2.35907007415,100
Ir2Pt24,Ir(g) + * -> Ir*,,-6.97697245966,111
Ag24Cu3,Ag(g) + * -> Ag*,,-2.31644058226,100
Pt24Rh,Pt(g) + * -> Pt*,,-4.20668794835,100
Cu26Zn,Zn(g) + * -> Zn*,,-1.57359140349,100
CuRh25,Rh(g) + * -> Rh*,,-5.56031455609,111
Cu27,Os(g) + * -> Os*,,-6.29248095327,111
Cu24Re2,Cu(g) + * -> Cu*,,-3.80524695627,100
Cu25Ir,Ir(g) + * -> Ir*,,-6.63071799325,100
Cu24Ru,Ru(g) + * -> Ru*,,-4.70651319964,100
Ag26Pd,Ag(g) + * -> Ag*,,-2.44947003684,100
Pd25Zn,Zn(g) + * -> Zn*,,-2.05005187112,111
CuRh26,Cu(g) + * -> Cu*,,-3.70784870155,100
Ir24Rh2,Rh(g) + * -> Rh*,,-6.25109998777,100
Rh36,Pt(g) + * -> Pt*,,-4.950392449,211
Ir26Pd,Pd(g) + * -> Pd*,,-4.45174864797,111
AuPd37,Pd(g) + * -> Pd*,,-3.41858106603,211
Rh25,Cu(g) + * -> Cu*,,-3.47239872293,100
Pd36Pt2,Pd(g) + * -> Pd*,,-3.64639661842,211
Pd2Pt36,Pd(g) + * -> Pd*,,-3.51841093012,211
Pt25Zn,Pt(g) + * -> Pt*,,-5.26633771825,100
Cu2Pt25,Pt(g) + * -> Pt*,,-5.56871545895,111
Cu26Zn,Zn(g) + * -> Zn*,,-1.75790295814,111
Ir26,Pt(g) + * -> Pt*,,-6.04784284644,111
Ag24Pt,Pt(g) + * -> Pt*,,-4.23278754421,100
Cu24Os3,Cu(g) + * -> Cu*,,-4.89658424805,111
Au37Ir,Ir(g) + * -> Ir*,,-5.86917275615,211
Pd25Zn2,Zn(g) + * -> Zn*,,-2.14929090803,100
Pd24Ru,Ru(g) + * -> Ru*,,-5.45152064947,100
Pt24Zn,Zn(g) + * -> Zn*,,-2.00029789441,100
Ag3Rh24,Ag(g) + * -> Ag*,,-2.45404597139,100
Au2Ir24,Ir(g) + * -> Ir*,,-6.15694648663,100
IrRh26,Ir(g) + * -> Ir*,,-7.38502296108,100
Ag25Pd,Ag(g) + * -> Ag*,,-2.01084931307,100
AuIr26,Ir(g) + * -> Ir*,,-7.77277900747,111
Pt26,Rh(g) + * -> Rh*,,-5.29945540245,111
Os2Pd25,Pd(g) + * -> Pd*,,-4.63724988438,111
Rh25Ru,Rh(g) + * -> Rh*,,-5.96797817963,111
AgCu24,Cu(g) + * -> Cu*,,-2.68596479658,100
Cu25Zn,Cu(g) + * -> Cu*,,-3.19235833202,111
Pt24Ru3,Ru(g) + * -> Ru*,,-6.41327875423,100
Ag36Cu2,Ag(g) + * -> Ag*,,-2.09894066185,211
Ir24Os2,Ir(g) + * -> Ir*,,-8.41203702847,100
Ag26,Au(g) + * -> Au*,,-3.09768788257,100
AgCu26,Ag(g) + * -> Ag*,,-2.15872128564,100
Pt37Zn,Zn(g) + * -> Zn*,,-2.22168679796,211
Ag2Ir36,Ir(g) + * -> Ir*,,-6.43401314934,211
Au26,Zn(g) + * -> Zn*,,-1.12584942339,100
Ag27,Os(g) + * -> Os*,,-3.82294401659,100
CuRh25,Cu(g) + * -> Cu*,,-3.41834895288,100
Au24Pd,Au(g) + * -> Au*,,-2.48627275483,111
Ag26,Re(g) + * -> Re*,,-1.63344121218,100
Pt26Re,Re(g) + * -> Re*,,-6.01646893582,100
CuPd24,Pd(g) + * -> Pd*,,-2.85461436237,111
Cu25,Pd(g) + * -> Pd*,,-3.26994499777,111
Os2Pd25,Os(g) + * -> Os*,,-8.13034817188,111
Pd24Pt3,Pt(g) + * -> Pt*,,-5.99800397022,111
PdRh25,Rh(g) + * -> Rh*,,-5.14608713826,100
AuPd25,Au(g) + * -> Au*,,-3.44496624537,100
Ir25Ru,Ir(g) + * -> Ir*,,-6.7975354845,100
Ir27,Os(g) + * -> Os*,,-9.00308001267,111
Ir24Pt,Pt(g) + * -> Pt*,,-5.16871952749,111
Cu26,Pd(g) + * -> Pd*,,-4.09845575274,100
Pt25Ru2,Pt(g) + * -> Pt*,,-6.06681598467,111
Cu24Rh3,Cu(g) + * -> Cu*,,-3.88310437524,100
Ag2Rh24,Ag(g) + * -> Ag*,,-2.3071558536,111
Ir24Pt2,Ir(g) + * -> Ir*,,-6.78271561999,111
Cu27,Rh(g) + * -> Rh*,,-5.78174284808,111
IrPd25,Pd(g) + * -> Pd*,,-3.8596710189,111
Cu25Pd,Pd(g) + * -> Pd*,,-3.61819045313,111
Ir24Ru3,Ru(g) + * -> Ru*,,-7.98870502136,111
Cu24Zn2,Cu(g) + * -> Cu*,,-3.12530641802,111
